Form,instanceID,Column,Operation,Set To,Notes (If Operation = Others),Submitted By,Resolution Details,Status
household,uuid:dcfaeffc-b382-41f1-8480-83194a61492a,hh_id,SET,AV-049,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:0de9ec01-0078-4198-ad38-644aa612fd65,hh_id,SET,AV-090,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:01520f6a-3140-4de8-8683-3c3a8f022bf5,hh_id,SET,AV-056,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:2c51bfee-b024-4619-844c-ea030099da5e,hh_id,SET,AV-084,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:9cda9774-94d0-4573-8634-2e7c575c26e7,hh_id,SET,AV-088,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d686a708-f76f-4b49-a411-642de6a7d89d,hh_id,SET,AV-098,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:058b3af7-bb80-4c7c-8978-5984c043ca25,hh_id,SET,AV-103,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:7dcf739e-25ec-4f31-8272-f7f2ecb6ee47,hh_id,SET,AV-125,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:5291018d-effb-46c1-b870-5c174d916af4,hh_id,SET,AV-128,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:79e0b655-6378-484d-ae76-c1fb1a04892d,,DELETE,,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:e47e4179-fb7a-41e3-be7c-b55a4d5b4666,hh_id,SET,AV-130,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d9441eda-716f-4fac-8a5f-c28f33775fe0,hh_id,SET,AV-132,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:3a76b584-55f5-42fd-b33a-bda05759e072,hh_id,SET,AV-133,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:f79c1450-a3ad-4426-81ce-65df309a793d,hh_id,SET,AV-134,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:69cbd902-5053-41df-9916-7c2621a0c4f8,hh_id,SET,AV-044,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:8f91a1ed-11d0-4f99-a5f7-c4b64ed58253,hh_id,SET,AV-061,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:553923ec-fd76-4f10-b8bc-fd7b08052dfd,hh_id,SET,AV-286,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:5cbfca6a-ddff-4264-88a7-f7730dccc99c,hh_id,SET,AV-260,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:79b7823f-8c68-4385-998a-c6f51ea99eae,,DELETE,,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:bc07f24f-cd86-4155-a394-07c476fb6826,hh_id,SET,AV-235,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:fbc2f942-ef10-4b47-8feb-2ecba1c17a55,hh_id,SET,AR-296,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:b36af9fa-5808-4297-8394-5b2484f65bc1,hh_id,SET,AR-300,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:2d8a5452-4eca-4be5-81df-3f75fc359599,hh_id,SET,AR-301,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:ee7150b9-d602-4570-a52c-0678cde2b923,hh_id,SET,AR-302,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:3307e499-6732-40d3-9f26-5e21a6c40620,hh_id,SET,AR-303,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:1570ff0a-c116-41d7-b3f2-7726d6c26602,hh_id,SET,AR-304,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:c62861ce-fcd0-4113-a397-990c58f7a309,hh_id,SET,AR-305,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:b93c4104-9f64-4b0e-812f-882407ce4640,hh_id,SET,AX-828,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:077d92f3-689f-4ca3-a143-92326e515700,hh_id,SET,AX-902,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:72a841e7-3068-47b5-b5a2-f6ad34dd757e,hh_id,SET,AX-890,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:e8f2802e-1415-422f-b187-663e761591c0,hh_id,SET,AX-873,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:62288739-c42d-4d3d-9dc2-a2e3bcb3f995,hh_id,SET,AX-864,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:bba5c43e-28af-4cf8-abdf-e714f3e38d8c,hh_id,SET,AX-865,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:60c8d0b7-52c1-4bd9-8872-20f6a6161ee4,hh_id,SET,AX-866,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:3ef745b8-ba8f-4a3c-a4c8-d11da25adc4f,hh_id,SET,AU-833,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:38a2a2fc-29c8-4d6f-9f53-6d857ae5474d,hh_id,SET,BA-201,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:706b68cc-e0f7-4f01-b834-9db11911ce7c,hh_id,SET,BA-203,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:893325eb-98f3-46d8-9a14-4611b8085fd5,hh_id,SET,BA-204,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:de3cb6f2-40ab-44ca-b643-05648e64d9cb,hh_id,SET,BA-205,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:f8283bd1-0398-493d-a5b7-b0aa10c3c8a1,hh_id,SET,BA-206,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:50c9acf5-ab37-4f0c-a340-4c5123fdf1e7,hh_id,SET,BA-207,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d4775840-1cd4-4f00-9761-6ef3071e0fc3,hh_id,SET,BA-208,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d312307d-8a7d-4bd5-861d-8407b9e61ac5,hh_id,SET,BA-209,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:66608a58-31dd-4a14-8847-58ba37664591,hh_id,SET,BA-210,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:2c4fd2ef-b10c-40c4-8543-c7c320e3d726,hh_id,SET,BA-211,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:864cce34-d7b2-4b4c-94dd-8168257652ec,hh_id,SET,BA-212,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:3edffa79-7bb8-4dca-b33a-4bd0405d4dfd,hh_id,SET,BA-213,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:c2bca6e1-7a0e-4e10-a525-3824fc0e7e91,hh_id,SET,BA-214,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:26eaf1ed-90b5-4e28-9c90-47a296100733,hh_id,SET,BA-215,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:23b6c4d1-4b40-429c-b070-a3a55a042aef,hh_id,SET,BA-216,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:1115e988-a62c-42ac-9c09-d853f333fa2e,hh_id,SET,BA-217,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d585b558-9725-44b4-b311-f483d9ad3310,hh_id,SET,BA-218,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:d4dfcd6c-4b76-4688-ae05-c80de753c5f8,hh_id,SET,BA-219,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:a1d44470-f486-4501-89f2-35a8f8411cb9,hh_id,SET,BA-220,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:2dafeb02-80ee-4170-859d-a297668ac222,hh_id,SET,BA-230,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:7a7d54e1-fe93-44b2-ba1d-1ee324e38549,hh_id,SET,BA-300,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:a6aa8239-7ca5-4208-b42a-8b2fbc646afd,hh_id,SET,BA-301,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:15ba078a-7362-42cb-b577-646715133aad,hh_id,SET,BA-302,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:7a041227-0b3c-4ca2-9970-4726b994e4c1,hh_id,SET,BA-303,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:4a922ac8-1984-42ff-a5c7-2a849e6685a1,hh_id,SET,BA-286,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:c208dc04-f934-496d-9a3b-311709d0db56,hh_id,SET,BA-297,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:8316299a-2a8d-4db7-80b2-94b3625936e6,hh_id,SET,BA-264,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:86f696d5-fd51-4376-9bd1-30c9a0e32584,hh_id,SET,BA-304,,Isaiah,Anomalies Resolution 6,Not Done
household,uuid:b6ff5ced-741b-474a-860d-7758964baa67,hh_id,SET,AJ-202,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:d86f090f-216a-48af-b479-9a4d23bfbf0b,hh_id,SET,AJ-205,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:bbbeb164-88cf-4a81-bc81-c70e3d091521,hh_id,SET,AZ-229,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:820ede57-bc74-4a82-a6e8-3d1b03ae06ad,hh_id,SET,AZ-242,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:6c9daa2f-3df0-4999-9fa2-1b5d2f49e021,hh_id,SET,AZ-249,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:61969d52-99a1-4928-874b-0f6418a83969,hh_id,SET,AZ-251,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:c2658a03-fbd4-412f-a4e9-62b4da1fc689,hh_id,SET,AZ-252,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:f1355ec9-4ca9-43b4-8f22-ab9073710ab7,hh_id,SET,AZ-268,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:a68fbf27-55d7-47ad-95ee-478bc1f215b7,hh_id,SET,AZ-270,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:f39d1991-e0fc-4f28-9f0c-4962a6e1ec42,hh_id,SET,AZ-275,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:865c7193-4505-46be-9823-832e7cc703d4,hh_id,SET,AT-615,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:e6e4dd28-d82c-4926-bd5a-2840667fcdc7,hh_id,SET,AT-401,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:e82da913-cef4-4f07-89cc-6267e352c363,hh_id,SET,AT-492,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:bd8787fd-9e37-4dac-aabe-7c1a06b2970f,hh_id,SET,AT-493,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:7199c312-98c6-493d-9305-a6e35394126c,hh_id,SET,AR-814,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:a5d1c683-4811-48b6-9543-eaa14ddeb2bd,hh_id,SET,AR-888,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:c4ecffe4-f1dd-4d4e-aa80-0fe6ca57a36c,hh_id,SET,AR-847,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:7fde6fb2-7595-4b9d-a030-8b9ac4924501,hh_id,SET,AR-834,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:ebf19d80-076e-44d2-9617-857e798a2c4c,hh_id,SET,AT-808,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:7f6cae2d-5127-4832-801c-921e064f8030,hh_id,SET,AT-848,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:b64fed3d-957f-4d71-b973-bf58c29f5a04,hh_id,SET,AT-846,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:439e7845-246b-4b09-b856-acd4a98294fc,hh_id,SET,AQ-612,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:9bb69228-ebb2-4dc9-926d-5045ac7e7bd9,hh_id,SET,AQ-637,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:98cf7b2e-7469-4ee1-90f8-12d393556fcf,hh_id,SET,AQ-639,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:b23d5406-0b4a-40fe-9525-6fd12c3c926f,hh_id,SET,AQ-645,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:f40be90e-686b-414d-bdce-684b8dcde08d,hh_id,SET,AQ-652,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:a75941a3-4f93-4c73-a45d-3f8effb406fa,hh_id,SET,AQ-653,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:afa52e52-50f7-43fb-b1d9-de851ff0d93e,hh_id,SET,AQ-655,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:254cacc1-3d9d-4554-96c6-8bbe9eb7e6fd,hh_id,SET,AQ-694,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:79723005-baa1-45b5-a550-0b5200632ed4,hh_id,SET,AQ-699,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:c4537069-34c0-409b-b32c-634bc0617d65,hh_id,SET,AQ-702,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:67e55156-4148-4766-a2a5-3bfd89679072,hh_id,SET,AQ-721,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:afa52e52-50f7-43fb-b1d9-de851ff0d93e,hh_id,SET,AQ-733,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:ef3d65a9-97fd-4b2c-8df1-817499c6d0f4,hh_id,SET,AQ-740,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:e2418a48-1da1-491d-aa80-a43ce9275408,hh_id,SET,AQ-744,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:4789cebb-d931-4f4a-a9a2-9a1918d4b352,hh_id,SET,AQ-748,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:94d14188-95e5-4219-b1f4-998da98c26e3,hh_id,SET,AQ-750,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:a280182b-b1c3-4902-bf4a-a7dd1ec977ed,hh_id,SET,AQ-762,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:49c61745-ee47-4294-9142-b9a3dc350fb5,hh_id,SET,AQ-768,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:8ed49ad6-83e4-4268-afb3-d93ad4c4a644,hh_id,SET,AQ-772,,Lawrence,Anomalies Resolution 7,Not Done
household, uuid:deab3c19-c847-44ea-9c8e-f7d0de268e6f,hh_id,SET,AQ-775,,Lawrence,Anomalies Resolution 7,Not Done
household,uuid:6cd4cfaf-968c-4308-a108-a7595b2539d1,hh_id,SET,AQ-783,,Lawrence,Anomalies Resolution 7,Not Done
